,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
7984,78,1946-01-31,Roraima,3938.02,Ensino Fundamental,3,Casado,Educação
7985,19,2004-04-13,Rondônia,3493.23,Ensino Médio,0,Viúvo,Comércio
7986,36,1987-06-29,São Paulo,7119.12,Ensino Médio,2,Solteiro,Comércio
7987,29,1994-06-23,Tocantins,13648.14,Ensino Superior,3,Casado,Tecnologia
7988,20,2003-12-28,Paraíba,4867.23,Ensino Superior,0,Solteiro,Tecnologia
7989,53,1970-11-28,Piauí,5143.06,Ensino Médio,1,Casado,Saúde
7991,26,1997-06-18,Espírito Santo,6182.52,Ensino Superior,0,Casado,Tecnologia
7993,56,1968-02-17,Mato Grosso,13064.06,Ensino Médio,0,Casado,Indústria
7994,60,1963-11-20,Maranhão,14536.95,Ensino Médio,3,Casado,Tecnologia
7995,57,1967-01-26,Tocantins,7537.0,Ensino Médio,0,Solteiro,Comércio
7996,35,1988-04-28,Paraíba,5561.38,Ensino Médio,2,Divorciado,Indústria
7997,30,1994-03-31,Sergipe,6054.74,Ensino Médio,3,Casado,Saúde
7998,32,1992-03-29,Rio de Janeiro,2803.21,Ensino Fundamental,0,Casado,Saúde
7999,23,2000-08-28,Distrito Federal,7902.07,Ensino Superior,1,Casado,Saúde
8000,30,1994-02-12,Rio Grande do Norte,9203.61,Ensino Médio,1,Divorciado,Tecnologia
8002,52,1971-09-08,Tocantins,12225.69,Ensino Superior,0,Solteiro,Educação
8003,53,1970-08-21,Mato Grosso,4581.14,Ensino Fundamental,0,Casado,Comércio
8004,54,1969-11-09,Rio Grande do Sul,14139.78,Ensino Médio,0,Solteiro,Saúde
8007,57,1966-07-30,Rio Grande do Norte,19364.61,Ensino Superior,0,Divorciado,Saúde
8008,33,1991-01-08,Amazonas,5627.53,Ensino Fundamental,0,Casado,Indústria
8011,85,1939-01-12,Maranhão,2399.81,Ensino Fundamental,1,Casado,Saúde
8012,52,1971-07-29,São Paulo,7620.19,Ensino Superior,0,Casado,Educação
8015,36,1988-02-17,Alagoas,5762.82,Ensino Médio,1,Casado,Saúde
8016,24,1999-08-22,Goiás,5602.99,Ensino Médio,1,Solteiro,Comércio
8017,28,1995-04-18,Paraná,3953.11,Ensino Médio,2,Casado,Saúde
8018,33,1990-11-22,Ceará,6008.02,Ensino Médio,2,Casado,Educação
8019,50,1973-08-31,Rio de Janeiro,5741.63,Ensino Médio,1,Solteiro,Indústria
8020,45,1979-03-15,Rondônia,3195.7,Ensino Fundamental,0,Solteiro,Educação
8021,32,1992-04-06,Espírito Santo,6251.27,Ensino Médio,2,Casado,Tecnologia
8022,60,1963-10-05,Amazonas,5858.15,Ensino Superior,0,Casado,Educação
8023,20,2003-10-21,Rio Grande do Norte,3096.03,Ensino Fundamental,0,Solteiro,Comércio
8024,31,1993-04-03,Alagoas,4669.95,Ensino Médio,0,Casado,Indústria
8026,53,1970-09-05,Distrito Federal,5845.92,Ensino Médio,0,Casado,Comércio
8027,37,1986-04-23,Santa Catarina,5577.39,Ensino Superior,2,Casado,Educação
8028,29,1994-06-24,Minas Gerais,2614.1,Ensino Médio,0,Solteiro,Indústria
8030,26,1997-06-03,São Paulo,9527.39,Ensino Superior,1,Solteiro,Saúde
8031,22,2002-03-06,Distrito Federal,4832.78,Ensino Médio,3,Casado,Comércio
8032,23,2001-01-06,Amapá,8526.08,Ensino Superior,0,Solteiro,Educação
8033,18,2005-11-26,Alagoas,2713.3,Ensino Médio,0,Casado,Comércio
8034,51,1972-05-17,Rio de Janeiro,5402.2,Ensino Médio,0,Casado,Comércio
8035,38,1985-09-30,Maranhão,5192.06,Ensino Fundamental,0,Casado,Comércio
8036,55,1968-09-30,Ceará,9160.87,Ensino Médio,0,Solteiro,Saúde
8037,18,2005-04-25,Mato Grosso,1635.23,Ensino Fundamental,0,Solteiro,Comércio
8038,28,1996-03-12,Ceará,10360.85,Ensino Superior,0,Solteiro,Comércio
8039,88,1935-12-25,Amazonas,12948.81,Ensino Médio,0,Casado,Educação
8040,50,1973-09-18,Minas Gerais,5857.98,Ensino Médio,2,Divorciado,Indústria
8041,44,1979-07-05,Rio Grande do Norte,5772.38,Ensino Fundamental,1,Casado,Indústria
8042,25,1999-03-12,Rondônia,2472.53,Ensino Médio,0,Solteiro,Educação
8043,25,1998-10-10,Santa Catarina,1630.43,Ensino Fundamental,1,Solteiro,Educação
8044,40,1984-02-21,Paraná,3008.75,Ensino Médio,1,Solteiro,Educação
8045,32,1991-10-30,Rio de Janeiro,2546.09,Ensino Fundamental,1,Casado,Comércio
8048,42,1981-08-22,Espírito Santo,7538.18,Ensino Médio,0,Casado,Saúde
8049,19,2004-12-29,Pará,5087.61,Ensino Médio,1,Casado,Comércio
8050,48,1975-06-09,Santa Catarina,4337.08,Ensino Médio,1,Divorciado,Educação
8051,30,1993-07-30,Maranhão,7207.15,Ensino Médio,1,Solteiro,Tecnologia
8052,37,1986-08-19,Mato Grosso do Sul,10303.57,Ensino Superior,0,Casado,Comércio
8053,84,1940-02-07,Piauí,2359.41,Ensino Fundamental,3,Casado,Comércio
8054,26,1997-05-06,Amapá,6217.9,Ensino Médio,0,Solteiro,Saúde
8055,44,1979-06-07,Paraná,5838.2,Ensino Superior,1,Casado,Indústria
8056,41,1983-04-06,Roraima,4265.41,Ensino Fundamental,0,Divorciado,Indústria
8057,30,1994-03-10,Santa Catarina,4431.76,Ensino Médio,0,Solteiro,Indústria
8059,60,1963-05-21,Paraíba,8616.62,Ensino Médio,2,Casado,Indústria
8060,27,1996-08-22,Maranhão,4152.53,Ensino Médio,0,Casado,Comércio
8061,63,1960-11-15,São Paulo,9375.34,Ensino Superior,2,Solteiro,Educação
8063,26,1997-07-12,Piauí,6948.01,Pós-graduação,0,Solteiro,Educação
8064,27,1996-04-19,Acre,3224.54,Ensino Médio,0,Casado,Indústria
8065,58,1965-06-16,Paraíba,7746.52,Ensino Fundamental,0,Casado,Tecnologia
8066,52,1971-06-25,Santa Catarina,10907.76,Ensino Superior,2,Casado,Tecnologia
8067,44,1979-11-06,Rio Grande do Norte,7140.97,Ensino Médio,0,Casado,Saúde
8068,20,2003-09-28,Rio de Janeiro,7817.11,Ensino Médio,3,Casado,Tecnologia
8069,34,1989-09-28,Pará,2500.81,Ensino Fundamental,0,Casado,Indústria
8070,26,1998-03-28,Goiás,12943.68,Pós-graduação,0,Viúvo,Indústria
8072,19,2004-12-27,Goiás,2421.77,Ensino Médio,1,Casado,Comércio
8073,28,1995-07-24,Rio Grande do Norte,5167.52,Ensino Médio,0,Casado,Comércio
8075,25,1998-08-03,Espírito Santo,2421.01,Ensino Fundamental,2,Casado,Educação
8076,41,1982-05-18,Amazonas,3818.91,Ensino Superior,3,Casado,Educação
8077,19,2004-07-28,Espírito Santo,3978.55,Ensino Médio,2,Casado,Indústria
8078,22,2001-06-30,Pará,15691.2,Pós-graduação,2,Solteiro,Tecnologia
8079,53,1970-08-08,Pernambuco,4235.64,Ensino Fundamental,3,Casado,Comércio
8080,68,1955-06-04,Acre,14286.0,Ensino Médio,0,Solteiro,Indústria
8081,46,1977-07-16,Mato Grosso do Sul,3538.08,Ensino Médio,0,Casado,Indústria
8082,35,1989-03-18,Paraná,10678.78,Ensino Superior,0,Casado,Tecnologia
8083,45,1978-11-02,Maranhão,16389.45,Pós-graduação,2,Casado,Educação
8084,22,2001-10-27,Pará,4793.09,Ensino Superior,0,Casado,Comércio
8085,48,1976-03-09,Paraíba,4409.92,Ensino Fundamental,1,Casado,Educação
8087,59,1964-07-20,Rio de Janeiro,5486.02,Ensino Fundamental,0,Solteiro,Comércio
8088,45,1978-09-06,Amazonas,4812.46,Ensino Médio,1,Casado,Saúde
8089,38,1985-08-03,Rio de Janeiro,5801.21,Ensino Médio,2,Casado,Tecnologia
8090,48,1975-09-18,Pernambuco,7950.51,Ensino Médio,0,Casado,Tecnologia
8091,18,2005-12-17,São Paulo,4383.0,Ensino Superior,1,Solteiro,Comércio
8092,74,1949-07-24,Goiás,6022.21,Ensino Médio,1,Casado,Educação
8093,35,1988-09-10,Paraná,9149.54,Ensino Médio,0,Casado,Indústria
8094,30,1993-12-16,Pará,2806.97,Ensino Fundamental,1,Casado,Tecnologia
8095,64,1959-06-26,Goiás,5348.94,Ensino Superior,0,Solteiro,Educação
8096,42,1981-10-28,Ceará,4753.98,Ensino Médio,0,Casado,Comércio
8098,18,2005-04-26,Alagoas,4389.96,Ensino Médio,0,Casado,Indústria
8099,59,1964-05-13,Amapá,6652.02,Ensino Fundamental,1,Casado,Saúde
8100,24,2000-03-27,Tocantins,3178.08,Ensino Fundamental,2,Divorciado,Indústria
8101,18,2005-08-31,Mato Grosso do Sul,4291.68,Ensino Médio,0,Solteiro,Comércio
8103,63,1960-08-22,Roraima,14913.37,Ensino Médio,0,Casado,Saúde
8104,41,1982-09-24,Pará,4622.23,Ensino Superior,1,Solteiro,Educação
8105,52,1972-02-01,Distrito Federal,12837.38,Ensino Superior,0,Casado,Comércio
8106,23,2000-12-08,Espírito Santo,1620.68,Ensino Fundamental,1,Casado,Comércio
8107,42,1982-04-03,Roraima,6660.96,Ensino Médio,2,Solteiro,Indústria
8108,59,1964-07-09,Paraná,9547.62,Ensino Médio,0,Casado,Comércio
8109,47,1977-01-27,Rio Grande do Sul,17052.39,Ensino Superior,0,Casado,Tecnologia
8110,51,1972-07-19,Goiás,5709.47,Ensino Fundamental,0,Casado,Comércio
8111,57,1966-07-19,Ceará,5118.18,Ensino Médio,0,Casado,Educação
8112,25,1998-10-05,Pernambuco,7879.74,Pós-graduação,1,Casado,Comércio
8113,22,2001-04-13,Mato Grosso do Sul,4532.74,Ensino Médio,2,Solteiro,Tecnologia
8114,29,1994-11-22,Minas Gerais,5176.72,Ensino Médio,0,Casado,Educação
8115,63,1960-05-24,Goiás,15364.07,Ensino Superior,2,Solteiro,Educação
8116,31,1992-05-27,Tocantins,5728.94,Ensino Fundamental,0,Casado,Tecnologia
8117,21,2002-06-18,Minas Gerais,4911.93,Ensino Superior,0,Casado,Indústria
8118,20,2004-02-26,Bahia,7947.52,Ensino Superior,2,Solteiro,Comércio
8119,21,2002-07-05,Rio de Janeiro,7890.16,Ensino Superior,2,Casado,Educação
8120,26,1998-03-06,Alagoas,9881.28,Ensino Superior,1,Casado,Comércio
8121,23,2001-04-06,Espírito Santo,5586.95,Ensino Médio,0,Solteiro,Comércio
8122,54,1970-01-19,Paraíba,13124.68,Ensino Superior,1,Casado,Saúde
8123,51,1972-07-09,Paraná,9932.06,Ensino Médio,1,Casado,Saúde
8124,60,1963-06-09,São Paulo,8459.32,Ensino Superior,1,Solteiro,Indústria
8125,31,1993-01-30,Sergipe,7606.55,Ensino Médio,2,Divorciado,Saúde
8127,41,1982-07-27,Rio de Janeiro,4322.93,Ensino Médio,0,Solteiro,Educação
8129,50,1973-06-01,Mato Grosso do Sul,19731.9,Pós-graduação,0,Casado,Saúde
8130,31,1993-02-09,Acre,5257.57,Ensino Médio,1,Casado,Tecnologia
8131,24,2000-01-24,Rondônia,1768.48,Ensino Fundamental,1,Solteiro,Educação
8132,35,1988-11-13,Sergipe,4726.17,Ensino Fundamental,0,Casado,Comércio
8134,48,1975-05-01,Pará,7782.28,Ensino Médio,0,Divorciado,Educação
8135,18,2005-08-29,Paraíba,4855.48,Ensino Médio,1,Solteiro,Saúde
8136,65,1958-04-14,Rio Grande do Norte,16838.64,Ensino Superior,2,Casado,Saúde
8137,48,1975-09-13,Maranhão,12307.0,Ensino Médio,0,Casado,Tecnologia
8138,29,1994-06-21,Amapá,2680.65,Ensino Médio,1,Casado,Comércio
8139,21,2002-05-22,Tocantins,8404.23,Ensino Superior,0,Solteiro,Indústria
8140,44,1979-10-14,Santa Catarina,14544.68,Ensino Superior,0,Casado,Comércio
8141,38,1985-05-14,Sergipe,1998.04,Ensino Fundamental,0,Casado,Educação
8142,63,1961-01-08,Amazonas,12222.85,Ensino Superior,3,Casado,Comércio
8143,62,1961-11-01,Rio de Janeiro,6480.73,Ensino Médio,2,Divorciado,Comércio
8144,26,1997-05-08,Acre,3794.06,Ensino Médio,2,Solteiro,Tecnologia
8145,38,1985-09-06,Amazonas,8952.2,Ensino Superior,0,Divorciado,Educação
8146,58,1965-07-17,Espírito Santo,5155.33,Ensino Fundamental,2,Solteiro,Comércio
8147,38,1986-02-03,Paraíba,2610.19,Ensino Fundamental,1,Casado,Saúde
8148,27,1996-09-17,Pará,14284.65,Pós-graduação,0,Casado,Tecnologia
8149,32,1991-09-03,Maranhão,6333.38,Ensino Médio,3,Solteiro,Comércio
8150,42,1981-06-17,Sergipe,14735.62,Pós-graduação,3,Casado,Comércio
8151,61,1962-09-21,Rio de Janeiro,8029.31,Ensino Médio,1,Casado,Indústria
8153,28,1995-09-11,Paraíba,8236.51,Ensino Superior,1,Solteiro,Saúde
8154,18,2005-07-26,Ceará,2910.37,Ensino Médio,0,Casado,Saúde
8155,34,1989-08-13,Mato Grosso,9397.51,Ensino Superior,2,Solteiro,Indústria
8156,50,1974-03-29,Goiás,11284.78,Ensino Médio,0,Solteiro,Saúde
8157,28,1996-04-11,Rio Grande do Norte,6475.68,Ensino Superior,2,Solteiro,Saúde
8158,40,1983-11-03,Paraná,6358.77,Ensino Superior,2,Casado,Saúde
8159,43,1980-08-21,Sergipe,5605.69,Ensino Médio,1,Solteiro,Saúde
8160,56,1968-04-07,Pará,8188.75,Ensino Superior,0,Solteiro,Comércio
8161,23,2000-07-22,Piauí,2527.72,Ensino Fundamental,3,Solteiro,Indústria
8162,76,1947-08-22,Mato Grosso,10869.84,Ensino Médio,0,Solteiro,Comércio
8163,20,2004-01-07,Piauí,2103.22,Ensino Fundamental,2,Divorciado,Indústria
8164,62,1961-08-06,Bahia,4220.72,Ensino Médio,0,Solteiro,Comércio
8165,47,1977-01-31,Rio Grande do Norte,15048.2,Ensino Superior,0,Solteiro,Saúde
8166,30,1993-09-06,Espírito Santo,6207.28,Ensino Médio,0,Casado,Educação
8168,34,1989-05-03,Paraíba,4028.68,Ensino Médio,0,Divorciado,Tecnologia
8169,46,1977-07-31,Tocantins,5604.54,Ensino Médio,2,Casado,Saúde
8170,41,1982-07-22,Rio Grande do Norte,14324.03,Ensino Superior,0,Casado,Indústria
8171,37,1986-07-16,Rio Grande do Sul,2762.19,Ensino Fundamental,0,Viúvo,Indústria
8172,36,1987-08-16,Roraima,10038.52,Ensino Superior,3,Casado,Educação
8173,61,1963-03-28,Bahia,4207.44,Ensino Médio,3,Casado,Comércio
8174,20,2003-09-02,Bahia,2636.82,Ensino Médio,1,Divorciado,Comércio
8175,84,1940-01-14,São Paulo,8340.75,Ensino Médio,0,Casado,Tecnologia
8176,26,1997-08-06,Rondônia,4040.46,Ensino Médio,0,Casado,Tecnologia
8177,63,1960-04-13,Goiás,7973.16,Ensino Médio,0,Casado,Educação
8178,39,1984-07-19,Rio de Janeiro,6711.14,Ensino Superior,0,Casado,Tecnologia
8179,21,2003-02-03,Pernambuco,2531.48,Ensino Médio,1,Casado,Educação
8180,47,1976-11-20,Alagoas,2433.96,Ensino Fundamental,1,Casado,Educação
8181,24,1999-10-11,Tocantins,1830.01,Ensino Fundamental,1,Casado,Comércio
8182,73,1950-07-27,Tocantins,7505.0,Ensino Superior,1,Casado,Comércio
8184,37,1986-07-11,Rio de Janeiro,4372.93,Ensino Médio,2,Solteiro,Comércio
8185,59,1964-07-11,São Paulo,6802.84,Ensino Médio,1,Casado,Saúde
8186,49,1974-06-16,Sergipe,6567.89,Ensino Superior,1,Casado,Comércio
8187,45,1979-03-15,Rondônia,5015.97,Ensino Médio,4,Casado,Comércio
8188,52,1971-12-27,Maranhão,2211.13,Ensino Fundamental,0,Casado,Educação
8189,20,2003-05-14,Amapá,5017.04,Ensino Médio,0,Solteiro,Tecnologia
8190,49,1975-03-07,Tocantins,9757.57,Ensino Médio,3,Casado,Saúde
8191,43,1980-11-05,Paraná,4973.38,Ensino Superior,0,Casado,Educação
8194,43,1981-01-10,Roraima,6661.54,Ensino Médio,0,Casado,Indústria
8195,43,1980-12-11,Rio Grande do Sul,6926.58,Ensino Médio,3,Casado,Indústria
8196,50,1973-10-21,Santa Catarina,8953.61,Ensino Superior,1,Solteiro,Indústria
8197,59,1965-01-17,Mato Grosso do Sul,2800.9,Ensino Fundamental,0,Casado,Comércio
8198,48,1975-06-10,Maranhão,7151.39,Ensino Fundamental,1,Casado,Tecnologia
8199,41,1982-10-19,Sergipe,10348.2,Ensino Médio,0,Casado,Saúde
8200,62,1961-05-16,Pernambuco,11975.52,Ensino Médio,1,Casado,Saúde
8201,20,2003-09-29,Bahia,6596.65,Pós-graduação,1,Divorciado,Educação
8202,22,2001-09-21,Espírito Santo,3530.84,Ensino Fundamental,0,Divorciado,Saúde
8203,19,2004-08-25,Amapá,10450.74,Ensino Superior,0,Solteiro,Tecnologia
8204,26,1998-03-19,Pará,13568.04,Pós-graduação,1,Casado,Indústria
8205,58,1965-04-27,Mato Grosso do Sul,5967.04,Ensino Médio,0,Casado,Educação
8206,22,2001-11-24,Bahia,5241.01,Ensino Superior,0,Casado,Tecnologia
8207,24,2000-01-30,Pará,7970.11,Ensino Superior,1,Casado,Comércio
8209,27,1997-01-25,Amazonas,2318.63,Ensino Fundamental,1,Casado,Saúde
8210,39,1984-08-16,Distrito Federal,3306.79,Ensino Médio,0,Solteiro,Indústria
8211,29,1994-06-23,Santa Catarina,5845.08,Ensino Médio,1,Solteiro,Comércio
8212,23,2000-12-18,Amapá,3525.76,Ensino Fundamental,2,Casado,Educação
8213,22,2001-07-07,Tocantins,8426.16,Ensino Superior,1,Casado,Educação
8214,47,1976-06-03,Paraíba,9306.35,Ensino Superior,0,Casado,Educação
8215,70,1953-12-17,Pará,5170.36,Ensino Médio,0,Solteiro,Tecnologia
8216,27,1996-09-19,Pernambuco,3778.51,Ensino Médio,4,Solteiro,Educação
8217,60,1963-05-11,Acre,6523.44,Ensino Médio,0,Solteiro,Tecnologia
8218,22,2001-06-30,Espírito Santo,2427.29,Ensino Médio,0,Casado,Educação
8219,28,1995-11-26,Mato Grosso,3625.51,Ensino Médio,2,Solteiro,Saúde
8220,45,1978-10-29,Pernambuco,16528.38,Ensino Superior,1,Casado,Indústria
8221,28,1995-04-27,Ceará,1905.02,Ensino Fundamental,2,Solteiro,Comércio
8223,26,1997-10-12,Amazonas,6511.57,Ensino Superior,0,Casado,Indústria
8224,39,1984-05-11,Acre,6534.46,Ensino Médio,0,Solteiro,Comércio
8225,62,1961-11-30,Bahia,14295.86,Ensino Médio,1,Casado,Saúde
8228,31,1993-04-01,Pará,6215.83,Ensino Médio,0,Casado,Tecnologia
8229,30,1993-04-13,Bahia,5127.2,Ensino Médio,2,Solteiro,Saúde
8231,41,1983-01-02,Ceará,7027.83,Ensino Médio,0,Casado,Comércio
8233,37,1986-04-14,Ceará,10355.99,Ensino Médio,2,Solteiro,Tecnologia
8234,65,1959-02-25,Tocantins,5513.15,Ensino Médio,3,Casado,Saúde
8235,65,1958-05-04,Santa Catarina,12159.03,Ensino Superior,1,Casado,Saúde
8236,22,2001-05-31,Ceará,4420.53,Ensino Médio,0,Solteiro,Saúde
8237,25,1998-09-23,Pernambuco,3669.29,Ensino Fundamental,0,Casado,Educação
8238,42,1982-01-15,Piauí,7693.3,Ensino Superior,0,Divorciado,Tecnologia
8240,27,1996-06-06,Santa Catarina,7568.89,Ensino Médio,0,Casado,Saúde
8241,41,1982-12-31,Rio de Janeiro,13607.28,Ensino Superior,2,Solteiro,Tecnologia
8242,22,2002-03-03,Sergipe,1717.67,Ensino Fundamental,0,Casado,Indústria
8244,18,2006-01-26,Mato Grosso do Sul,2193.0,Ensino Médio,0,Solteiro,Comércio
8245,36,1987-05-07,Piauí,7559.05,Ensino Médio,1,Solteiro,Indústria
8246,31,1993-01-18,Pará,3342.83,Ensino Médio,1,Casado,Educação
8247,28,1995-09-11,Amazonas,4992.31,Ensino Médio,0,Casado,Educação
8248,26,1998-01-04,Acre,7255.0,Ensino Médio,0,Casado,Saúde
8249,45,1978-05-18,Sergipe,2384.77,Ensino Fundamental,4,Casado,Indústria
8250,64,1959-11-08,Acre,6340.49,Ensino Médio,0,Casado,Tecnologia
8251,25,1998-04-19,Piauí,3993.24,Ensino Superior,1,Casado,Indústria
8252,57,1966-12-06,Piauí,9373.73,Ensino Superior,1,Solteiro,Comércio
8253,56,1967-11-28,Pará,7712.64,Ensino Médio,0,Casado,Tecnologia
8254,20,2003-07-23,Acre,3652.47,Ensino Médio,0,Casado,Educação
8255,36,1987-07-03,Paraná,8568.17,Ensino Médio,0,Solteiro,Saúde
8256,34,1989-10-03,Amazonas,5123.37,Ensino Médio,0,Casado,Indústria
8258,30,1993-09-17,Mato Grosso,2796.44,Ensino Médio,1,Viúvo,Indústria
8259,60,1963-11-19,Goiás,9157.6,Ensino Médio,0,Casado,Tecnologia
8260,34,1989-07-05,Rondônia,2990.13,Ensino Médio,0,Solteiro,Comércio
8261,30,1993-10-22,Ceará,5683.83,Ensino Superior,1,Casado,Saúde
8262,30,1993-08-06,Distrito Federal,3092.87,Ensino Médio,2,Solteiro,Comércio
8263,39,1984-07-04,Tocantins,15945.12,Pós-graduação,2,Solteiro,Indústria
8264,22,2001-09-25,Paraíba,5707.78,Ensino Médio,0,Casado,Tecnologia
8265,39,1984-12-21,Piauí,5492.98,Ensino Médio,0,Casado,Educação
8266,45,1978-09-19,Minas Gerais,6487.24,Ensino Superior,0,Casado,Indústria
8267,23,2001-01-06,Paraíba,3482.14,Ensino Médio,0,Casado,Tecnologia
8268,24,1999-11-14,Minas Gerais,4719.19,Ensino Médio,0,Casado,Educação
8269,47,1976-05-13,Sergipe,6650.44,Ensino Médio,0,Casado,Indústria
8270,31,1992-05-26,Distrito Federal,9203.72,Ensino Médio,2,Casado,Tecnologia
8271,29,1994-05-28,Santa Catarina,5344.36,Ensino Médio,1,Casado,Educação
8272,32,1991-07-02,Piauí,5015.65,Ensino Médio,1,Casado,Indústria
8273,37,1986-05-24,Paraná,3745.74,Ensino Médio,1,Divorciado,Tecnologia
8274,50,1973-08-23,Tocantins,4178.09,Ensino Fundamental,3,Casado,Tecnologia
8275,32,1992-02-20,Maranhão,8501.67,Ensino Superior,0,Casado,Educação
8276,25,1999-01-24,Paraná,6477.76,Ensino Médio,2,Solteiro,Indústria
8277,29,1994-07-06,Rio Grande do Sul,4740.05,Ensino Médio,1,Casado,Comércio
8278,83,1941-03-31,Amapá,5839.22,Ensino Médio,1,Casado,Saúde
8279,47,1976-05-16,Goiás,8080.11,Ensino Médio,2,Casado,Saúde
8280,29,1994-10-08,Pernambuco,2795.08,Ensino Médio,1,Casado,Educação
8281,30,1994-02-07,Pernambuco,4884.16,Ensino Médio,1,Divorciado,Comércio
8282,28,1995-05-07,Mato Grosso,10800.59,Ensino Superior,1,Solteiro,Comércio
8284,20,2004-03-25,Piauí,3725.35,Ensino Médio,0,Casado,Educação
8285,21,2003-03-06,Maranhão,6266.32,Ensino Médio,1,Solteiro,Comércio
8286,18,2005-07-07,Santa Catarina,3501.5,Ensino Superior,1,Casado,Indústria
8287,62,1962-02-14,Ceará,11593.1,Ensino Superior,1,Casado,Tecnologia
8288,30,1993-07-03,Roraima,2382.97,Ensino Médio,0,Casado,Educação
8291,32,1992-01-07,Mato Grosso do Sul,9976.04,Ensino Superior,0,Solteiro,Educação
8292,44,1979-04-20,Amazonas,9213.14,Ensino Superior,0,Casado,Indústria
8293,37,1986-11-26,Rio de Janeiro,9272.8,Ensino Superior,1,Solteiro,Saúde
8295,21,2002-10-12,Rio de Janeiro,2723.63,Ensino Fundamental,5,Divorciado,Indústria
8296,47,1977-01-20,Ceará,12322.91,Ensino Superior,4,Casado,Tecnologia
8297,59,1964-08-02,Pernambuco,9683.96,Ensino Médio,2,Divorciado,Educação
8298,39,1984-08-14,Mato Grosso do Sul,5655.69,Ensino Fundamental,1,Solteiro,Tecnologia
8299,40,1983-06-18,Rio de Janeiro,6291.05,Ensino Médio,1,Solteiro,Comércio
8300,52,1972-03-31,Rio de Janeiro,8803.78,Ensino Médio,0,Casado,Tecnologia
8301,34,1989-07-16,Ceará,6839.34,Ensino Superior,1,Casado,Comércio
8302,30,1993-06-30,Espírito Santo,6662.15,Ensino Médio,0,Casado,Tecnologia
8303,42,1981-08-19,Rio Grande do Sul,18507.35,Pós-graduação,0,Solteiro,Saúde
8304,69,1955-01-21,Amapá,2884.6,Ensino Médio,0,Solteiro,Comércio
8305,46,1977-08-01,Pernambuco,4543.1,Ensino Superior,0,Casado,Educação
8306,89,1935-02-23,Pernambuco,5936.76,Ensino Médio,0,Solteiro,Comércio
8307,37,1986-11-16,Goiás,8817.83,Ensino Médio,2,Solteiro,Tecnologia
8308,30,1994-03-16,Rondônia,3838.75,Ensino Superior,4,Divorciado,Comércio
8309,39,1985-02-28,Pará,17994.51,Ensino Superior,1,Casado,Tecnologia
8310,38,1986-02-15,Paraíba,12834.56,Ensino Superior,0,Casado,Saúde
8311,50,1974-03-23,Bahia,2666.3,Ensino Fundamental,3,Solteiro,Educação
8312,31,1992-06-25,Rio Grande do Norte,6047.44,Ensino Médio,0,Casado,Saúde
8313,65,1958-10-04,Paraná,16278.44,Ensino Superior,1,Solteiro,Educação
8314,24,1999-10-05,Rio Grande do Norte,2865.13,Ensino Fundamental,1,Casado,Educação
8315,30,1993-07-11,Piauí,3694.51,Ensino Médio,0,Casado,Saúde
8316,48,1976-03-21,Rio Grande do Sul,9680.7,Ensino Médio,1,Casado,Tecnologia
8317,43,1980-10-03,Acre,6837.49,Ensino Médio,0,Casado,Tecnologia
8318,35,1988-11-10,Sergipe,8226.24,Ensino Superior,1,Solteiro,Indústria
8319,19,2004-05-08,São Paulo,9798.38,Pós-graduação,3,Solteiro,Tecnologia
8320,40,1983-06-09,Rio Grande do Sul,6556.94,Ensino Médio,1,Casado,Tecnologia
8321,49,1974-11-09,Rondônia,6921.42,Ensino Superior,0,Solteiro,Tecnologia
8322,25,1998-12-01,Ceará,10210.15,Ensino Superior,4,Casado,Indústria
8323,23,2000-10-31,Amazonas,1842.39,Ensino Fundamental,1,Casado,Indústria
8324,52,1971-11-21,Rio Grande do Norte,6004.02,Ensino Médio,0,Solteiro,Educação
8326,31,1993-03-28,Sergipe,5522.51,Ensino Médio,0,Casado,Tecnologia
8327,65,1958-09-09,Minas Gerais,9299.5,Ensino Médio,2,Casado,Indústria
8328,58,1965-04-27,Ceará,8416.29,Ensino Superior,1,Solteiro,Indústria
8329,41,1982-04-30,Paraná,7462.72,Ensino Médio,0,Casado,Tecnologia
8330,48,1975-12-25,Pernambuco,3285.68,Ensino Médio,0,Casado,Educação
8331,34,1989-06-19,Minas Gerais,8399.08,Ensino Médio,1,Casado,Indústria
8332,24,1999-05-14,Rondônia,6232.51,Ensino Superior,2,Solteiro,Saúde
8334,45,1978-12-21,Amazonas,3460.89,Ensino Fundamental,0,Casado,Comércio
8335,45,1978-10-05,Paraná,14170.8,Ensino Superior,2,Solteiro,Indústria
8336,38,1986-02-24,São Paulo,4640.79,Ensino Médio,0,Casado,Indústria
8337,28,1995-06-28,Amazonas,3328.24,Ensino Fundamental,0,Solteiro,Comércio
8338,20,2003-08-20,Paraíba,1956.17,Ensino Fundamental,0,Casado,Saúde
8339,26,1997-05-02,Alagoas,3384.22,Ensino Médio,1,Casado,Saúde
8340,43,1980-10-26,Roraima,12590.08,Ensino Superior,1,Casado,Tecnologia
8341,40,1983-07-22,Pará,8916.0,Ensino Médio,0,Solteiro,Saúde
8342,36,1987-07-22,Acre,6209.52,Ensino Superior,4,Casado,Saúde
8343,34,1989-12-03,Santa Catarina,2493.1,Ensino Fundamental,1,Solteiro,Tecnologia
